Entry ID,Crystallization Method,Temp (K),pH,Crystal Growth Procedure,Matthews Coefficient,Percent Solvent Content,Condition 1,Condition 2,Condition 3,Condition 4,Condition 5,Condition 6,Condition 7,Condition 8,Condition 9,Condition 10,Condition 11,Condition 12,Condition 13,Condition 14,Condition 15,Condition 16,Condition 17,Condition 18,Condition 19,Condition 20
8V97,"VAPOR DIFFUSION, HANGING DROP",291.15,,"0.2 M TMAO
0.1 M Tris (pH 8.5)
50% w/v PEG 2000 MME",,,0.2 M TMAO,0.1 M Tris,50% w/v PEG 2000 MME,,,,,,,,,,,,,,,,,
8V99,"VAPOR DIFFUSION, HANGING DROP",291.15,,"0.1M Ammonium acetate
0.1 M BIS-Tris (pH 5.5)
17% w/v PEG 10,000",,,0.1M Ammonium acetate,0.1 M BIS-Tris,17% w/v PEG 10,,,,,,,,,,,,,,,,,
8VEK,"VAPOR DIFFUSION, SITTING DROP",293,,"0.208 M ammonium sulfate,
23.2 w/v polyethylene glycol 8000",2.41,48.95,0.208 M ammonium sulfate,,,,,,,,,,,,,,,,,,,
8VRU,"VAPOR DIFFUSION, HANGING DROP",291.15,,"0.2 M Magnesium formate dihydrate
20% w/v PEG 3350",2.3,46.48,0.2 M Magnesium formate dihydrate,20% w/v PEG 3350,,,,,,,,,,,,,,,,,,
8Y6C,"VAPOR DIFFUSION, HANGING DROP",300,,"0.2 M sodium nitrate
0.1 M bis-tris propane (pH 7.5)
20% (w/v) PEG3350",2.67,54.02,0.2 M sodium nitrate,0.1 M bis-tris propane,,,,,,,,,,,,,,,,,,
8Y6D,"VAPOR DIFFUSION, HANGING DROP",300,,"0.2 M sodium nitrate
0.1 M bis-tris propane (pH 7.5)
20% (w/v) PEG3350",2.57,52.17,0.2 M sodium nitrate,0.1 M bis-tris propane,,,,,,,,,,,,,,,,,,
8YJ6,VAPOR DIFFUSION,293,,"0.2 M MgCl2, 0.1 M Tris (pH 8.5), 25% w/v PEG3350",2.35,47.66,0.2 M MgCl2,0.1 M Tris,25% w/v PEG3350,,,,,,,,,,,,,,,,,
9F8X,"VAPOR DIFFUSION, SITTING DROP",303,7.2,"15 % PEG 8000
0.6 M NaCl
0.1 M imidazole/malate
protein concentration: 14 mg/ml",2.61,52.98,15 % PEG 8000,0.6 M NaCl,0.1 M imidazole/malate,,,,,,,,,,,,,,,,,
8BTM,"VAPOR DIFFUSION, HANGING DROP",291,7.5,"100 mM HEPES, pH 7.5, 25% PEG4000, 150 mM sodium acetate, 200 mM lithium sulfate",2.53,51.48,100 mM HEPES,25% PEG4000,150 mM sodium acetate,200 mM lithium sulfate,,,,,,,,,,,,,,,,
8JOW,"VAPOR DIFFUSION, SITTING DROP",293.15,8,"0.2 M Lithium chloride,
20 % w/v Polyethylene glycol 3350",2.12,42,0.2 M Lithium chloride,20 % w/v Polyethylene glycol 3350,,,,,,,,,,,,,,,,,,
8P2R,"VAPOR DIFFUSION, SITTING DROP",291,5,"50 mM Di-Ammoniumhydrogen citrate pH 5: 15 mg/mL hAR, 5.2 mg/mL DTT, 0.7 mg/mL NADP+, 12% (w/v) PEG 6000;
Reservoir: 120 mM Di-Ammoniumhydrogen citrate pH 5, 20% (w/v) PEG 6000;
Soaking: 120 mM di-ammonium hydrogen citrate pH 5.0, 25% PEG 6000, saturated ligand",2.17,43.41,50 mM Di-Ammoniumhydrogen citrate pH 5,15 mg/mL hAR,5.2 mg/mL DTT,0.7 mg/mL NADP,120 mM Di-Ammoniumhydrogen citrate pH 5,120 mM di-ammonium hydrogen citrate pH 5,25% PEG 6000,,,,,,,,,,,,,
8P2U,VAPOR DIFFUSION,293.15,5,"1.5 M Sodium malonate, pH 5.0",1.74,29.43,1.5 M Sodium malonate,,,,,,,,,,,,,,,,,,,
8RRY,"VAPOR DIFFUSION, SITTING DROP",294,,"precipitant: 0.1 M citric acid (pH 3.7), 25% w/v PEG 3350; protein solution: holo-SmAA10 (15 mg/mL) in 50 mM MES (pH 6.5)",2.08,40.82,0.1 M citric acid,25% w/v PEG 3350,50 mM MES,,,,,,,,,,,,,,,,,
8T19,"VAPOR DIFFUSION, HANGING DROP",293,,"27.5% PEG 3350, 0.2 M MgCl2, 0.1 M tris pH 8.0",1.58,22.26,27.5% PEG 3350,0.2 M MgCl2,0.1 M tris pH 8,,,,,,,,,,,,,,,,,
8TDA,"VAPOR DIFFUSION, HANGING DROP",277,,"0.2 M Potassium Citrate
18% PEG 3350",2.49,50.61,0.2 M Potassium Citrate,18% PEG 3350,,,,,,,,,,,,,,,,,,
8TE0,"VAPOR DIFFUSION, SITTING DROP",293,7,"10 mM Magnesium chloride hexahydrate, 50 mM HEPES sodium pH 7.0, 4.0 M Lithium chloride",2.22,44.49,10 mM Magnesium chloride hexahydrate,50 mM HEPES sodium pH 7,4.0 M Lithium chloride,,,,,,,,,,,,,,,,,
8TYU,"VAPOR DIFFUSION, HANGING DROP",298,,"6% PEG 3350, 30% Ethylene Glycol, 0.1 M  Sodium Citrate, 0.1 M MgCl2, pH 6.0.",2.2,43.97,6% PEG 3350,30% Ethylene Glycol,0.1 M  Sodium Citrate,0.1 M MgCl2,,,,,,,,,,,,,,,,
8TYX,"VAPOR DIFFUSION, HANGING DROP",298,,"100 mM HEPES pH 7.5, 0.2 M MgCl2, and 25% PEG 3350",2.15,42.85,100 mM HEPES pH 7,0.2 M MgCl2,25% PEG 3350,,,,,,,,,,,,,,,,,
9BFY,"VAPOR DIFFUSION, SITTING DROP",291,,"25% PEG 3350, 0.1M Bis Tris, pH 5.5, 150 mM NaCl",2.19,43.93,25% PEG 3350,0.1M Bis Tris,150 mM NaCl,,,,,,,,,,,,,,,,,
9BZN,"VAPOR DIFFUSION, SITTING DROP",289,,0.1 M Succinic acid pH 7.0; 15% PEG 3350,2.03,39.3,0.1 M Succinic acid pH 7,15% PEG 3350,,,,,,,,,,,,,,,,,,
9BZQ,"VAPOR DIFFUSION, SITTING DROP",289,,0.1 M Succinic acid pH 7.0; 15% (v/v) PEG 3350,2.04,39.61,0.1 M Succinic acid pH 7,,,,,,,,,,,,,,,,,,,
9BZR,"VAPOR DIFFUSION, SITTING DROP",289,,1.9 M Sodium malonate pH 5.0,1.9,35.17,1.9 M Sodium malonate pH 5,,,,,,,,,,,,,,,,,,,
9EY3,"VAPOR DIFFUSION, HANGING DROP",293,,"34% PEG3350, 0.2M ammonium acetate, 0.1M HEPES-NaOH pH 7.5",2.31,46.71,34% PEG3350,0.2M ammonium acetate,0.1M HEPES-NaOH pH 7,,,,,,,,,,,,,,,,,
9EY4,"VAPOR DIFFUSION, HANGING DROP",293,,"34% PEG3350, 0.2M ammonium acetate, 0.1M HEPES-NaOH pH 7.5",2.31,46.67,34% PEG3350,0.2M ammonium acetate,0.1M HEPES-NaOH pH 7,,,,,,,,,,,,,,,,,
9FGP,"VAPOR DIFFUSION, SITTING DROP",293,6,20% PEG6000 -- 10% ethylene glycol -- 0.1M MES pH 6.0 -- 0.01M zinc chloride,1.96,37.39,20% PEG6000 -- 10,0.1M MES pH 6,0.01M zinc chloride,,,,,,,,,,,,,,,,,
8FPW,"VAPOR DIFFUSION, HANGING DROP",277,8,"20-24% PEG8K, 15% Dioxane, 0.1M Tris pH8.0",2.31,46.85,24% PEG8K,15% Dioxane,0.1M Tris pH8,,,,,,,,,,,,,,,,,
8FPX,"VAPOR DIFFUSION, HANGING DROP",277,8,"20-24% PEG8K, 15% Dioxane, 0.1M Tris pH8.0",2.31,46.82,24% PEG8K,15% Dioxane,0.1M Tris pH8,,,,,,,,,,,,,,,,,
8UK5,"VAPOR DIFFUSION, SITTING DROP",277,5.5,"0.2 M ammonium sulfate, 0.1 M BIS-TRIS (pH 5.5), 25% w/v PEG 3350",2.42,49.21,0.2 M ammonium sulfate,0.1 M BIS-TRIS,25% w/v PEG 3350,,,,,,,,,,,,,,,,,
9BKF,"VAPOR DIFFUSION, SITTING DROP",298,,"0.1M Imidazole, pH 7.0 ,  0.3M Ammonium Sulfate, 30% PEG8000",1.99,38.08,0.1M Imidazole,0.3M Ammonium Sulfate,30% PEG8000,,,,,,,,,,,,,,,,,
7H6J,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.68,54.06,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H6K,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.64,53.47,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H6L,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.66,53.73,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H6M,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.65,53.64,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H6O,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.67,53.86,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H6P,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.65,53.52,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H6Q,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.65,53.62,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H6R,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.65,53.56,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H6S,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.63,53.24,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H6T,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.63,53.24,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H6U,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.66,53.8,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H6V,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.65,53.58,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H6W,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.66,53.72,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H6X,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.65,53.56,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H6Y,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.65,53.51,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H6Z,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.65,53.67,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H70,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.65,53.54,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H71,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.64,53.47,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H72,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.65,53.53,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H73,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.66,53.81,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H74,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.66,53.73,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H75,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.65,53.53,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H76,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.65,53.61,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H77,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.65,53.56,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H78,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.64,53.42,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H79,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.62,53.1,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7A,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.66,53.72,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7B,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.66,53.83,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7C,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.63,53.25,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7D,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.67,53.94,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7E,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.67,53.89,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7F,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.66,53.69,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7G,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.67,53.87,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7J,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.64,53.48,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7K,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.62,53.12,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7L,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.64,53.39,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7M,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.63,53.3,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7N,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.63,53.18,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7O,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.64,53.4,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7P,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.64,53.37,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7R,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.63,53.17,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7S,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.63,53.23,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7T,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.58,52.32,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7U,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.64,53.35,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7W,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.63,53.2,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7X,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.63,53.22,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7Y,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.61,52.84,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H7Z,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.64,53.43,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H81,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.63,53.29,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H82,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.63,53.18,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H83,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.63,53.21,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H84,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.61,52.94,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H85,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.62,53.02,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H89,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.64,53.38,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H8A,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.63,53.2,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H8B,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.64,53.49,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
7H8F,"VAPOR DIFFUSION, SITTING DROP",293.15,7.8,"0.1 M Potassium thiocyanate, 0.1 M Sodium bromide, 0.1 M Tris, pH 7.8, 25 % PEG Smear Broad",2.62,53.09,0.1 M Potassium thiocyanate,0.1 M Sodium bromide,0.1 M Tris,25 % PEG Smear Broad,,,,,,,,,,,,,,,,
